startDate,likesCount,retweetCount,sentimentScore,tweetID,percentPrice_0,percentPrice_1,percentPrice_2,percentPrice_3,percentPrice_4
2019-04-01,168116,20926,1.1576,3,13.571718813490454,28.565623730190982,50.22348638764729,45.875660300690775,39.73994311255588
2020-04-24,2192,207,0.0,1,1.854493580599143,14.550641940085606,11.98288159771755,11.222063718497392,19.686162624821698
2020-07-16,15930,775,0.1511,1,2.20367278797997,15.959933222036732,12.921535893155268,8.146911519198675,10.350584307178643
2020-11-16,1002,62,0.0,1,1.732501732501722,0.7969507969507974,0.866250866250861,3.3957033957033955,21.51767151767152
2020-12-19,224342,26570,0.0,1,17.77438248026483,21.89966895849248,14.795008912655968,-4.048892284186398,16.373822256175206
2021-02-02,1278935,205160,-0.6369,3,17.76649746192894,69.06408629441626,48.90545685279187,82.7252538071066,149.94289340101525
2021-02-04,536,25,0.0,1,-11.923661543658175,8.080466888100728,47.83914128619415,47.919833361481736,31.49055152095177
2021-02-06,7566,228,-0.3291,2,36.78617935584687,36.86083861446307,21.65986630783921,26.566542234568974,20.975779147495444
2021-02-08,1446,106,0.0,1,-11.106882334284823,-7.521725340945136,-11.606723755153826,-11.1081509673327,-15.69933396764987
2021-02-09,1446,106,-0.5423,1,4.033109747395475,-0.5622948480091218,-0.0014271442842687632,-5.16626230911945,-10.750677893535036
2021-02-10,30121,2069,-0.2732,1,-4.417251975417033,-3.878127743634762,-8.842734855136095,-14.210656277436357,-22.367482440737486
2021-02-13,33730,2269,0.7201,2,-5.888638073739654,-14.836719337847995,-19.458239277652368,-25.694507148231743,-10.39729119638826
2021-02-18,3609,200,0.5106,1,-7.393224836667164,-8.661258628508078,-5.980752758603307,-9.768058984565249,-20.40442720142423
2021-02-20,1685,53,0.0,1,2.9346866725507503,-1.2117534568990875,-12.856722565460437,3.991982936157692,-7.754118858487788
2021-02-27,1685,53,0.0,1,-4.0552682546972125,1.0302897190663411,0.3574067048699131,1.016312920551875,-0.06988399257233055
2021-02-28,1347,133,-0.5106,1,5.30050778323483,4.599184217098151,5.285940231415967,4.153833347207202,3.2402397402813676
2021-03-01,1347,133,0.0,1,-0.666021067610026,-0.013834265499318292,-1.0889543271606077,-1.9565604063321367,0.760884602462506
2021-03-04,664,30,0.0,1,-0.8771579283887505,1.8702046035805613,4.144021739130434,23.779171994884898,15.884750639386185
2021-03-12,11490,420,-0.3612,3,12.796979168548662,5.859184447776826,3.141881515474529,5.886285208404844,4.162676832463099
2021-03-14,20960,2570,0.0,1,-2.5669033315128322,0.02560076460950492,-1.60260786455488,-2.0634216275259334,-0.45057345712725344
2021-03-17,20960,2570,0.0,1,-0.4683190814007933,1.1707977035019774,2.268745772119398,-0.7267618337293856,-4.667580177961261
2021-03-30,20960,2570,0.0,1,-0.45083487940630823,15.001855287569565,6.983302411873833,3.5324675324675243,6.500927643784774
2021-04-13,8026,380,0.0,2,30.041200706297822,94.98849590668308,291.53512761517464,204.10722885119588,242.95574937128794
2021-04-26,1423,50,0.0,1,0.5593444512586948,19.58370586018605,12.744112844233282,24.711276295469816,45.18830770594883
2021-05-08,1423,50,0.0,1,-10.428179291338214,-29.299744358846645,-22.187200972913352,-39.44808536246207,-22.95035345099845
2021-05-09,392471,94898,0.4404,1,-21.0686406932482,-13.12803690774817,-32.39847737997088,-13.980037539249565,-1.8359148876453728
2021-05-12,392471,94898,0.7964,1,27.24559910321348,45.20987295524371,31.812048492900434,33.60847587810346,26.60155276924354
2021-05-14,469967,39123,-0.1697,3,-9.226524470875836,-7.989399646893159,-12.814776163143938,-14.919300076482651,-40.4716549560046
2021-05-18,102089,8872,0.5691999999999999,3,-30.033080243218553,-15.94593743108283,-24.517816073847712,-28.090692374741405,-35.29483423122565
2021-05-22,2321,140,0.7579,1,-10.018371883132625,6.948894620163509,1.1481696755858464,3.3069389638725246,-2.7531537425774935
2021-05-23,153296,13528,0.8834,2,18.856367525667785,12.409801636635716,14.808923916889288,8.074112785689017,1.0172979605350798
2021-05-24,23338,2666,-0.1082,1,-5.4238287970898105,-3.40532332683348,-9.071667731768999,-15.008930473397013,-17.219700569693195
2021-06-29,4871,141,0.0,2,-3.2553307277494494,-6.933846838858461,-6.661744726356597,-6.225239659168313,-6.197839166720568
2021-06-30,150979,13440,-0.1531,1,-3.8022933343823277,-3.5210353440985047,-3.069842456188672,-3.0415199732509945,-8.890506067698615
2021-07-07,2321,140,0.5719,1,-7.37486949305301,-1.9016089164130838,-4.553688550190515,-3.6898887233074253,-7.173643397017742
2021-07-11,113840,4658,0.0,1,-3.6172262990141495,-7.344248017196653,-8.585353198428578,-14.346601437995698,-20.157419761322362
2021-07-15,113840,4658,0.7088,1,-6.784107135130457,0.6690536973735536,-1.4360045000216297,-6.1291160053654155,-7.619207303881262
2021-08-22,12491,1462,0.0,1,0.9369354495607363,-8.326057346418459,-7.2189431774525925,-14.622034969186853,-6.518225950349721
2021-09-21,23835,4126,0.7269,1,11.854626492958651,11.841692906922946,4.190481875568946,3.787053480378248,1.957448501942522
2021-10-20,57811,10584,0.0,1,-4.6054003848984495,-3.8851916424301414,-0.9287937881012183,9.034093816043733,4.177210706316195
2021-10-22,401314,68066,1.3065,2,3.075902563661598,13.441514038514308,8.388304036098464,4.713353888486257,-2.674217204908661
2021-10-25,368095,60904,0.3182,1,-3.390541239936991,-10.20637912862146,13.501720770512298,8.744007525301559,1.3743497527454787
2021-10-29,241960,22062,0.0,1,-6.77707024071315,-2.643363105473986,-5.60181759439714,-5.117890034149383,-6.408131928449596
